rank,asin,title,price,rating,num_reviews,img_link
87,B0BNJN4W2G,"Cecotec Cafetera de Goteo Programable Coffee 66 Smart Plus. 980 W, Capacidad 12 Cafés, Tecnología ExtemAroma y Función AutoClean, Acabados en Acero Inox, Pantalla LCD, 1,5 L",0,4.3,3490,"https://images-eu.ssl-images-amazon.com/images/I/51cPkx5GMpL._AC_UL300_SR300,200_.jpg"
88,B00LTT20TK,"BRA PRIOR - Sartén, 22 cm, aluminio fundido con antiadherente Teflon Innovations, apto para todo tipo de cocinas incluida inducción",0,4.5,1899,"https://images-eu.ssl-images-amazon.com/images/I/718lC+PkUYL._AC_UL300_SR300,200_.jpg"
89,B0B1TWW8ND,"hinrey 3 pcs Organizador Armario Ropa, Cajas Almacenamiento Plegable de Tela. Para Jeans Pantalones, Suéter, Camisetas, Separadores De Cajones 25cm*34cm*20cm*6",0,4.2,1698,"https://images-eu.ssl-images-amazon.com/images/I/7170BTVslwL._AC_UL300_SR300,200_.jpg"
90,B08HSJY2JT,"Krups Nescafé Dolce Gusto Piccolo XS - Cafetera cápsulas de 15 bares de presión y 1500 W potencia, depósito de 0.8 L, monodosis multibebidas frías y calientes, manual, compacta, negro y gris",0,4.5,5199,"https://images-eu.ssl-images-amazon.com/images/I/61ibR3gdkmL._AC_UL300_SR300,200_.jpg"
91,B0BY8Q9ZT3,"FRESKO 4-en-1 Batidora de mano, batidora de 1000W con 12 velocidades y modo turbo, Cuchillas de acero inoxidable 304, Incluye taza medidora, Taza picadora y batidor (HB3302)",0,4.2,2804,"https://images-eu.ssl-images-amazon.com/images/I/71P6jv2ePkL._AC_UL300_SR300,200_.jpg"
92,B00F9SUKE4,"Russell Hobbs Plancha de Ropa Steam Glide Professional - 2600 W, Suela de Cerámica, Golpe de Vapor 210g, Función de Autolimpieza, Blanco y Azul - 20562-56",0,4.4,2999,"https://images-eu.ssl-images-amazon.com/images/I/51CadsSxhqL._AC_UL300_SR300,200_.jpg"
93,B071VNC7N7,"Moulinex QuickChef DD655D Batidora de Mano de 1000 W, con Regulador de 10 Velocidad Turbo con 2 Accesorios para Picar y para Montar y Vaso Medidor, Cúpula Antisalpicaduras, Acero",0,4.4,3999,"https://images-eu.ssl-images-amazon.com/images/I/51KD09aL3XL._AC_UL300_SR300,200_.jpg"
94,B0B8NRT4XX,"GAIATOP Calentador de Espacio, Calentadores Eléctricos de bajo Consumo de Energía para el Espacio, Seguridad Automática, Apagado/oficina, Recámara, Silencioso (Listado por ETL)…",0,4.5,3399,"https://images-eu.ssl-images-amazon.com/images/I/71DfOt+-UTL._AC_UL300_SR300,200_.jpg"
95,B0CLS1RBFH,"briebe Calefactor con Termostato para Bajo Consumo, Eléctrico, 2 Niveles Potencia, Ventilador Aire Caliente/Frío, Seguridad contra Sobrecalentamiento, Calefacción Portátil Hogar, 2000W, HT1126",0,0.0,0,"https://images-eu.ssl-images-amazon.com/images/I/71mJeVp9sNL._AC_UL300_SR300,200_.jpg"
96,B008P6WOZK,"Moulinex Multipan A15453 - Tostador clásico de 760 W para todo tipo de pan, hasta 4 rebanadas, empuñadoras laterales frías, pequeño, fácil de transportar y de usar, Color Negro",0,4.4,2199,"https://images-eu.ssl-images-amazon.com/images/I/71LQCfTDTOL._AC_UL300_SR300,200_.jpg"
97,B09YZ2P28R,"Ediesi, Perchas Terciopelo, 50 Unidades, Gris, Antideslizantes, Suaves, Finas, para Pantalón, Camisa, Falda, Trajes (50 Unidades, Gris sin corbatero)",0,4.6,2499,"https://images-eu.ssl-images-amazon.com/images/I/71mR8JdM63L._AC_UL300_SR300,200_.jpg"
98,B07JQDXWKZ,"Tatay Caja Organizadora Rectangular Baobab, 5L de Capacidad, de Polipropileno, Libre de BPA, Color Blanco Pergamón, Medidas 18.1 x 27.2 x 13 cm",0,4.5,449,"https://images-eu.ssl-images-amazon.com/images/I/71SGUPbNDQL._AC_UL300_SR300,200_.jpg"
99,B08GKQ6BY2,"Klangfeiler® Cinta termoadhesiva para dobladillos - 30 metros - 20mm - Cinta adhesiva para cortinas, pantalones, vaqueros",0,4.4,699,"https://images-eu.ssl-images-amazon.com/images/I/51f-cwtEHGL._AC_UL300_SR300,200_.jpg"
